حجم,ارزش(ریال),بالاترین(ریال),پایین ترین(ریال),آخرین(ریال),اولین(ریال),موقعیتهای باز,درصد تغییر,تعداد مشتریان فعال,تعداد کارگزاران فعال,تعداد خریداران,تعداد فروشندگان,قیمت تسویه (ریال),درصد تغییر قیمت تسویه,تاریخ,تاریخ اعمال,#!ارزش معاملات مشتریان حقیقی(خرید)(ریال),#!ارزش معاملات مشتریان حقیقی(فروش)(ریال),ContractType,StrikePrice,Profitability,ContractDurationDays
0,0,0,0,0,0,0,0,0,0,0,0,25142,39.79,1399/02/06,1399/02/30,0,0,P,56000000,0,24
0,0,0,0,0,0,8,0,8,5,0,0,8600000,0.0,1399/02/06,1399/02/30,0,0,C,58000000,1,24
0,0,0,0,0,0,1,0,2,2,0,0,83542,33.25,1399/02/06,1399/02/30,0,0,P,58000000,0,24
28,171339600,7000000,5600100,6150000,7000000,145,-16,37,12,10,3,6119271,15.0,1399/02/06,1399/02/30,171339600,171339600,C,60000000,1,24
0,0,0,0,0,0,11,0,9,5,0,0,228760,27.29,1399/02/06,1399/02/30,0,0,P,60000000,0,24
3,15000300,5000200,5000000,5000000,5000200,95,-1,28,12,3,2,5000100,17.58,1399/02/06,1399/02/30,15000300,15000300,C,62000000,1,24
0,0,0,0,0,0,2,0,2,1,0,0,529418,22.04,1399/02/06,1399/02/30,0,0,P,62000000,0,24
0,0,0,0,0,0,1,0,2,2,0,0,3300000,0.0,1399/02/06,1399/02/30,0,0,C,64000000,1,24
0,0,0,0,0,0,1,0,2,1,0,0,1059951,17.55,1399/02/06,1399/02/30,0,0,P,64000000,0,24
50,150496200,3390000,2520200,2520200,3010000,272,34,35,14,11,11,3009924,13.29,1399/02/06,1399/02/30,150496200,150496200,C,66000000,1,24
0,0,0,0,0,0,6,0,6,3,0,0,1300067,0.0,1399/02/06,1399/02/30,0,0,P,66000000,0,24
1,19000000,19000000,19000000,19000000,19000000,34,1,16,9,1,1,19000000,5.560000000000001,1399/02/07,1399/02/30,19000000,19000000,C,48000000,1,23
1,18000000,18000000,18000000,18000000,18000000,27,0,17,8,1,1,18000000,11.42,1399/02/07,1399/02/30,18000000,18000000,C,50000000,1,23
1,15500000,15500000,15500000,15500000,15500000,306,0,50,16,1,1,15500000,10.72,1399/02/07,1399/02/30,15500000,15500000,C,52000000,1,23
0,0,0,0,0,0,4,0,3,3,0,0,10,37.5,1399/02/07,1399/02/30,0,0,P,48000000,0,23
0,0,0,0,0,0,4,0,2,2,0,0,33,79.5,1399/02/07,1399/02/30,0,0,P,50000000,0,23
0,0,0,0,0,0,2,0,2,1,0,0,290,74.52,1399/02/07,1399/02/30,0,0,P,52000000,0,23
0,0,0,0,0,0,35,0,23,9,0,0,13764459,14.71,1399/02/07,1399/02/30,0,0,C,54000000,1,23
0,0,0,0,0,0,1,0,2,2,0,0,1855,69.42,1399/02/07,1399/02/30,0,0,P,54000000,0,23
1,12000000,12000000,12000000,12000000,12000000,16,-1,10,6,1,1,12000000,20.0,1399/02/07,1399/02/30,12000000,12000000,C,56000000,1,23
0,0,0,0,0,0,0,0,0,0,0,0,9067,63.94,1399/02/07,1399/02/30,0,0,P,56000000,0,23
1,9600000,9600000,9600000,9600000,9600000,8,0,8,6,1,1,9600000,11.63,1399/02/07,1399/02/30,9600000,9600000,C,58000000,1,23
0,0,0,0,0,0,1,0,2,2,0,0,34955,58.16,1399/02/07,1399/02/30,0,0,P,58000000,0,23
9,68948700,7950000,7299000,7950000,7299000,140,-5,36,12,2,4,7660967,25.19,1399/02/07,1399/02/30,68948700,68948700,C,60000000,1,23
0,0,0,0,0,0,11,0,9,5,0,0,109310,52.22,1399/02/07,1399/02/30,0,0,P,60000000,0,23
2,12600000,6600000,6000000,6600000,6000000,96,1,30,12,2,2,6300000,26.0,1399/02/07,1399/02/30,12600000,12600000,C,62000000,1,23
0,0,0,0,0,0,2,0,2,1,0,0,284560,46.25,1399/02/07,1399/02/30,0,0,P,62000000,0,23
0,0,0,0,0,0,1,0,2,2,0,0,4501902,36.42,1399/02/07,1399/02/30,0,0,C,64000000,1,23
0,0,0,0,0,0,1,0,2,1,0,0,631562,40.42,1399/02/07,1399/02/30,0,0,P,64000000,0,23
10,37196300,3950000,3398600,3700000,3398600,278,6,37,14,4,6,3719630,23.58,1399/02/07,1399/02/30,37196300,37196300,C,66000000,1,23
0,0,0,0,0,0,6,0,6,3,0,0,1221769,6.02,1399/02/07,1399/02/30,0,0,P,66000000,0,23
1,20000000,20000000,20000000,20000000,20000000,35,1,16,9,1,1,20000000,5.26,1399/02/08,1399/02/30,20000000,20000000,C,48000000,1,22
0,0,0,0,0,0,27,0,17,8,0,0,18000000,0.0,1399/02/08,1399/02/30,0,0,C,50000000,1,22
7,108200000,15800000,15000000,15000000,15800000,306,0,51,16,4,2,15457143,0.28,1399/02/08,1399/02/30,108200000,108200000,C,52000000,1,22
0,0,0,0,0,0,4,0,3,3,0,0,1,90.0,1399/02/08,1399/02/30,0,0,P,48000000,0,22
0,0,0,0,0,0,4,0,2,2,0,0,17,48.48,1399/02/08,1399/02/30,0,0,P,50000000,0,22
0,0,0,0,0,0,2,0,2,1,0,0,168,42.07,1399/02/08,1399/02/30,0,0,P,52000000,0,22
1,13900000,13900000,13900000,13900000,13900000,35,0,23,9,1,1,13900000,0.98,1399/02/08,1399/02/30,13900000,13900000,C,54000000,1,22
0,0,0,0,0,0,1,0,2,2,0,0,1184,36.17,1399/02/08,1399/02/30,0,0,P,54000000,0,22
0,0,0,0,0,0,16,0,10,6,0,0,12000000,0.0,1399/02/08,1399/02/30,0,0,C,56000000,1,22
0,0,0,0,0,0,0,0,0,0,0,0,6301,30.51,1399/02/08,1399/02/30,0,0,P,56000000,0,22
1,10000000,10000000,10000000,10000000,10000000,8,0,8,5,1,1,10000000,4.17,1399/02/08,1399/02/30,10000000,10000000,C,58000000,1,22
0,0,0,0,0,0,1,0,2,2,0,0,26094,25.35,1399/02/08,1399/02/30,0,0,P,58000000,0,22
0,0,0,0,0,0,140,0,36,12,0,0,7660967,0.0,1399/02/08,1399/02/30,0,0,C,60000000,1,22
0,0,0,0,0,0,11,0,9,5,0,0,86656,20.72,1399/02/08,1399/02/30,0,0,P,60000000,0,22
0,0,0,0,0,0,96,0,30,12,0,0,6300000,0.0,1399/02/08,1399/02/30,0,0,C,62000000,1,22
0,0,0,0,0,0,2,0,2,1,0,0,237091,16.68,1399/02/08,1399/02/30,0,0,P,62000000,0,22
0,0,0,0,0,0,1,0,2,2,0,0,4677386,3.9,1399/02/08,1399/02/30,0,0,C,64000000,1,22
0,0,0,0,0,0,1,0,2,1,0,0,547984,13.23,1399/02/08,1399/02/30,0,0,P,64000000,0,22
26,78000000,3000000,3000000,3000000,3000000,279,1,38,14,2,1,3000000,19.35,1399/02/08,1399/02/30,78000000,78000000,C,66000000,1,22
0,0,0,0,0,0,6,0,6,3,0,0,1095066,10.37,1399/02/08,1399/02/30,0,0,P,66000000,0,22
0,0,0,0,0,0,35,0,16,9,0,0,20000000,0.0,1399/02/09,1399/02/30,0,0,C,48000000,1,21
0,0,0,0,0,0,27,0,17,8,0,0,17232886,4.26,1399/02/09,1399/02/30,0,0,C,50000000,1,21
4,59999300,15000000,14999700,14999800,15000000,306,0,52,16,3,2,14999825,2.96,1399/02/09,1399/02/30,59999300,59999300,C,52000000,1,21
0,0,0,0,0,0,4,0,3,3,0,0,2,100.0,1399/02/09,1399/02/30,0,0,P,48000000,0,21
0,0,0,0,0,0,4,0,2,2,0,0,22,29.41,1399/02/09,1399/02/30,0,0,P,50000000,0,21
0,0,0,0,0,0,2,0,2,1,0,0,221,31.55,1399/02/09,1399/02/30,0,0,P,52000000,0,21
2,26000000,13000000,13000000,13000000,13000000,35,0,24,10,1,1,13000000,6.47,1399/02/09,1399/02/30,26000000,26000000,C,54000000,1,21
0,0,0,0,0,0,1,0,2,2,0,0,1572,32.77,1399/02/09,1399/02/30,0,0,P,54000000,0,21
0,0,0,0,0,0,16,0,10,6,0,0,12000000,0.0,1399/02/09,1399/02/30,0,0,C,56000000,1,21
0,0,0,0,0,0,0,0,0,0,0,0,8338,32.33,1399/02/09,1399/02/30,0,0,P,56000000,0,21
0,0,0,0,0,0,8,0,8,5,0,0,10000000,0.0,1399/02/09,1399/02/30,0,0,C,58000000,1,21
0,0,0,0,0,0,1,0,2,2,0,0,34177,30.98,1399/02/09,1399/02/30,0,0,P,58000000,0,21
0,0,0,0,0,0,140,0,36,12,0,0,7660967,0.0,1399/02/09,1399/02/30,0,0,C,60000000,1,21
0,0,0,0,0,0,11,0,9,5,0,0,111701,28.9,1399/02/09,1399/02/30,0,0,P,60000000,0,21
1,5600000,5600000,5600000,5600000,5600000,96,0,30,12,1,1,5600000,11.11,1399/02/09,1399/02/30,5600000,5600000,C,62000000,1,21
0,0,0,0,0,0,2,0,2,1,0,0,299533,26.34,1399/02/09,1399/02/30,0,0,P,62000000,0,21
1,4000000,4000000,4000000,4000000,4000000,2,1,3,2,1,1,4000000,14.48,1399/02/09,1399/02/30,4000000,4000000,C,64000000,1,21
0,0,0,0,0,0,1,0,2,1,0,0,676678,23.48,1399/02/09,1399/02/30,0,0,P,64000000,0,21
9,23404500,3000000,2500100,2500100,3000000,285,6,36,14,6,3,2600500,13.32,1399/02/09,1399/02/30,23404500,23404500,C,66000000,1,21
0,0,0,0,0,0,6,0,6,3,0,0,1319958,20.54,1399/02/09,1399/02/30,0,0,P,66000000,0,21
0,0,0,0,0,0,35,0,16,9,0,0,20000000,0.0,1399/02/10,1399/02/30,0,0,C,48000000,1,20
1,18200000,18200000,18200000,18200000,18200000,27,0,18,9,1,1,18200000,5.61,1399/02/10,1399/02/30,18200000,18200000,C,50000000,1,20
11,173693900,16599900,15000000,16500000,15099000,306,0,53,17,5,7,15790355,5.27,1399/02/10,1399/02/30,173693900,173693900,C,52000000,1,20
0,0,0,0,0,0,4,0,3,3,0,0,1,50.0,1399/02/10,1399/02/30,0,0,P,48000000,0,20
0,0,0,0,0,0,4,0,2,2,0,0,4,81.82,1399/02/10,1399/02/30,0,0,P,50000000,0,20
0,0,0,0,0,0,2,0,2,1,0,0,44,80.09,1399/02/10,1399/02/30,0,0,P,52000000,0,20
4,55297900,13999900,13300000,13999000,13300000,35,0,23,8,3,3,13824475,6.34,1399/02/10,1399/02/30,55297900,55297900,C,54000000,1,20
0,0,0,0,0,0,1,0,2,2,0,0,391,75.13,1399/02/10,1399/02/30,0,0,P,54000000,0,20
1,12500000,12500000,12500000,12500000,12500000,16,0,11,6,1,1,12500000,4.17,1399/02/10,1399/02/30,12500000,12500000,C,56000000,1,20
0,0,0,0,0,0,0,0,0,0,0,0,2525,69.72,1399/02/10,1399/02/30,0,0,P,56000000,0,20
0,0,0,0,0,0,8,0,8,5,0,0,10000000,0.0,1399/02/10,1399/02/30,0,0,C,58000000,1,20
0,0,0,0,0,0,1,0,2,2,0,0,12360,63.84,1399/02/10,1399/02/30,0,0,P,58000000,0,20
31,252155100,8800000,7500000,8799800,7669200,125,-15,35,12,7,6,8134035,6.18,1399/02/10,1399/02/30,252155100,252155100,C,60000000,1,20
0,0,0,0,0,0,11,0,9,5,0,0,47333,57.63,1399/02/10,1399/02/30,0,0,P,60000000,0,20
3,20900000,7100000,6800000,7100000,6800000,95,-1,28,11,2,3,6966667,24.4,1399/02/10,1399/02/30,20900000,20900000,C,62000000,1,20
0,0,0,0,0,0,2,0,2,1,0,0,146036,51.25,1399/02/10,1399/02/30,0,0,P,62000000,0,20
0,0,0,0,0,0,2,0,3,2,0,0,4000000,0.0,1399/02/10,1399/02/30,0,0,C,64000000,1,20
0,0,0,0,0,0,1,0,2,1,0,0,373006,44.88,1399/02/10,1399/02/30,0,0,P,64000000,0,20
55,155799800,3480000,2200100,3480000,2799900,271,-14,38,14,10,5,2832724,8.93,1399/02/10,1399/02/30,155799800,155799800,C,66000000,1,20
0,0,0,0,0,0,6,0,6,3,0,0,808973,38.71,1399/02/10,1399/02/30,0,0,P,66000000,0,20
0,0,0,0,0,0,35,0,16,9,0,0,20711024,3.56,1399/02/11,1399/02/30,0,0,C,48000000,1,19
1,18600000,18600000,18600000,18600000,18600000,26,-1,17,9,1,1,18600000,2.2,1399/02/11,1399/02/30,18600000,18600000,C,50000000,1,19
4,64800000,16200000,16200000,16200000,16200000,302,-4,53,17,1,1,16200000,2.59,1399/02/11,1399/02/30,64800000,64800000,C,52000000,1,19
0,0,0,0,0,0,4,0,3,3,0,0,100,9900.0,1399/02/11,1399/02/30,0,0,P,48000000,0,19
0,0,0,0,0,0,4,0,2,2,0,0,100,2400.0,1399/02/11,1399/02/30,0,0,P,50000000,0,19
0,0,0,0,0,0,2,0,2,1,0,0,100,127.27,1399/02/11,1399/02/30,0,0,P,52000000,0,19
5,72899700,14600000,14500000,14500000,14600000,31,-4,22,9,1,2,14579940,5.46,1399/02/11,1399/02/30,72899700,72899700,C,54000000,1,19
0,0,0,0,0,0,1,0,2,2,0,0,275,29.67,1399/02/11,1399/02/30,0,0,P,54000000,0,19
0,0,0,0,0,0,16,0,11,6,0,0,12500000,0.0,1399/02/11,1399/02/30,0,0,C,56000000,1,19
0,0,0,0,0,0,0,0,0,0,0,0,1933,23.45,1399/02/11,1399/02/30,0,0,P,56000000,0,19
0,0,0,0,0,0,8,0,8,5,0,0,10806324,8.06,1399/02/11,1399/02/30,0,0,C,58000000,1,19
0,0,0,0,0,0,1,0,2,2,0,0,10138,17.98,1399/02/11,1399/02/30,0,0,P,58000000,0,19
0,0,0,0,0,0,125,0,35,12,0,0,8134035,0.0,1399/02/11,1399/02/30,0,0,C,60000000,1,19
0,0,0,0,0,0,11,0,9,5,0,0,41033,13.31,1399/02/11,1399/02/30,0,0,P,60000000,0,19
1,6800000,6800000,6800000,6800000,6800000,96,1,28,11,1,1,6800000,2.39,1399/02/11,1399/02/30,6800000,6800000,C,62000000,1,19
0,0,0,0,0,0,2,0,2,1,0,0,132231,9.45,1399/02/11,1399/02/30,0,0,P,62000000,0,19
0,0,0,0,0,0,2,0,3,2,0,0,4000000,0.0,1399/02/11,1399/02/30,0,0,C,64000000,1,19
0,0,0,0,0,0,1,0,2,1,0,0,349195,6.38,1399/02/11,1399/02/30,0,0,P,64000000,0,19
0,0,0,0,0,0,271,0,38,14,0,0,2832724,0.0,1399/02/11,1399/02/30,0,0,C,66000000,1,19
0,0,0,0,0,0,6,0,6,3,0,0,776227,4.05,1399/02/11,1399/02/30,0,0,P,66000000,0,19
2,39899000,19999000,19900000,19999000,19900000,36,1,17,10,1,2,19949500,3.68,1399/02/13,1399/02/30,0,39899000,C,48000000,1,17
2,36000000,18000000,18000000,18000000,18000000,26,0,16,9,1,1,18000000,3.23,1399/02/13,1399/02/30,36000000,36000000,C,50000000,1,17
1,15999900,15999900,15999900,15999900,15999900,302,0,53,18,1,1,15999900,1.24,1399/02/13,1399/02/30,0,15999900,C,52000000,1,17
0,0,0,0,0,0,4,0,3,3,0,0,100,0.0,1399/02/13,1399/02/30,0,0,P,48000000,0,17
0,0,0,0,0,0,4,0,2,2,0,0,100,0.0,1399/02/13,1399/02/30,0,0,P,50000000,0,17
0,0,0,0,0,0,2,0,2,1,0,0,100,0.0,1399/02/13,1399/02/30,0,0,P,52000000,0,17
1,14000000,14000000,14000000,14000000,14000000,31,0,22,9,1,1,14000000,3.98,1399/02/13,1399/02/30,14000000,14000000,C,54000000,1,17
0,0,0,0,0,0,1,0,2,2,0,0,114,58.55,1399/02/13,1399/02/30,0,0,P,54000000,0,17
0,0,0,0,0,0,16,0,11,6,0,0,12500000,0.0,1399/02/13,1399/02/30,0,0,C,56000000,1,17
0,0,0,0,0,0,0,0,0,0,0,0,984,49.09,1399/02/13,1399/02/30,0,0,P,56000000,0,17
0,0,0,0,0,0,8,0,8,5,0,0,10832977,0.25,1399/02/13,1399/02/30,0,0,C,58000000,1,17
0,0,0,0,0,0,1,0,2,2,0,0,6104,39.79,1399/02/13,1399/02/30,0,0,P,58000000,0,17
22,171594900,8195000,7500000,8195000,7500000,127,2,36,11,6,4,7799768,4.11,1399/02/13,1399/02/30,163399900,171594900,C,60000000,1,17
0,0,0,0,0,0,11,0,9,5,0,0,28298,31.04,1399/02/13,1399/02/30,0,0,P,60000000,0,17
21,127400000,6200000,6000000,6200000,6000000,92,-4,28,13,7,2,6066667,10.78,1399/02/13,1399/02/30,127400000,127400000,C,62000000,1,17
0,0,0,0,0,0,2,0,2,1,0,0,101545,23.21,1399/02/13,1399/02/30,0,0,P,62000000,0,17
0,0,0,0,0,0,2,0,3,2,0,0,5162777,29.07,1399/02/13,1399/02/30,0,0,C,64000000,1,17
0,0,0,0,0,0,1,0,2,1,0,0,291358,16.56,1399/02/13,1399/02/30,0,0,P,64000000,0,17
34,81753800,3000000,2220400,3000000,2300000,243,-28,40,14,9,3,2404524,15.12,1399/02/13,1399/02/30,81753800,81753800,C,66000000,1,17
0,0,0,0,0,0,6,0,6,3,0,0,689042,11.23,1399/02/13,1399/02/30,0,0,P,66000000,0,17
1,21000000,21000000,21000000,21000000,21000000,35,-1,16,10,1,1,21000000,5.27,1399/02/14,1399/02/30,21000000,21000000,C,48000000,1,16
2,39499000,19999000,19500000,19500000,19999000,25,-1,15,9,1,2,19749500,9.72,1399/02/14,1399/02/30,39499000,39499000,C,50000000,1,16
13,212588900,17299900,15000000,16999900,15000000,301,-1,53,18,6,8,16352992,2.21,1399/02/14,1399/02/30,161289600,212588900,C,52000000,1,16
0,0,0,0,0,0,4,0,3,3,0,0,100,0.0,1399/02/14,1399/02/30,0,0,P,48000000,0,16
0,0,0,0,0,0,4,0,2,2,0,0,100,0.0,1399/02/14,1399/02/30,0,0,P,50000000,0,16
0,0,0,0,0,0,2,0,2,1,0,0,100,0.0,1399/02/14,1399/02/30,0,0,P,52000000,0,16
2,28000000,14000000,14000000,14000000,14000000,30,-1,22,9,2,1,14000000,0.0,1399/02/14,1399/02/30,28000000,28000000,C,54000000,1,16
0,0,0,0,0,0,1,0,2,2,0,0,23,79.82,1399/02/14,1399/02/30,0,0,P,54000000,0,16
0,0,0,0,0,0,16,0,11,6,0,0,13971655,11.77,1399/02/14,1399/02/30,0,0,C,56000000,1,16
0,0,0,0,0,0,0,0,0,0,0,0,254,74.19,1399/02/14,1399/02/30,0,0,P,56000000,0,16
0,0,0,0,0,0,8,0,8,5,0,0,11987170,10.65,1399/02/14,1399/02/30,0,0,C,58000000,1,16
0,0,0,0,0,0,1,0,2,2,0,0,1956,67.96,1399/02/14,1399/02/30,0,0,P,58000000,0,16
9,73199600,9800000,7500000,9800000,7500000,131,4,37,12,6,3,8133289,4.28,1399/02/14,1399/02/30,73199600,73199600,C,60000000,1,16
0,0,0,0,0,0,11,0,9,5,0,0,10992,61.16,1399/02/14,1399/02/30,0,0,P,60000000,0,16
6,48500000,8900000,6500000,8700000,6500000,97,5,29,13,4,3,8083333,33.24,1399/02/14,1399/02/30,48500000,48500000,C,62000000,1,16
0,0,0,0,0,0,2,0,2,1,0,0,46658,54.05,1399/02/14,1399/02/30,0,0,P,62000000,0,16
2,9955600,5955500,4000100,5955500,4000100,3,1,6,3,2,2,4977800,3.58,1399/02/14,1399/02/30,9955600,9955600,C,64000000,1,16
0,0,0,0,0,0,1,0,2,1,0,0,154777,46.88,1399/02/14,1399/02/30,0,0,P,64000000,0,16
18,61054300,4899900,2700000,4000000,2700000,242,-1,38,14,6,12,3391906,41.06,1399/02/14,1399/02/30,61054300,61054300,C,66000000,1,16
0,0,0,0,0,0,6,0,6,3,0,0,414188,39.89,1399/02/14,1399/02/30,0,0,P,66000000,0,16
2,43009000,22009000,21000000,22009000,21000000,33,-2,14,8,1,2,21504500,2.4,1399/02/15,1399/02/30,43009000,43009000,C,48000000,1,15
0,0,0,0,0,0,25,0,15,9,0,0,19749500,0.0,1399/02/15,1399/02/30,0,0,C,50000000,1,15
15,265497000,18000000,17000000,18000000,17000000,296,-5,49,17,3,7,17699800,8.24,1399/02/15,1399/02/30,265497000,265497000,C,52000000,1,15
0,0,0,0,0,0,4,0,3,3,0,0,100,0.0,1399/02/15,1399/02/30,0,0,P,48000000,0,15
0,0,0,0,0,0,4,0,2,2,0,0,100,0.0,1399/02/15,1399/02/30,0,0,P,50000000,0,15
0,0,0,0,0,0,2,0,2,1,0,0,100,0.0,1399/02/15,1399/02/30,0,0,P,52000000,0,15
6,95995100,16000000,15998600,16000000,15998600,33,3,23,10,1,5,15999183,14.28,1399/02/15,1399/02/30,95995100,95995100,C,54000000,1,15
0,0,0,0,0,0,1,0,2,2,0,0,100,334.78,1399/02/15,1399/02/30,0,0,P,54000000,0,15
2,27899000,13999000,13900000,13999000,13900000,16,0,12,6,2,2,13949500,0.16,1399/02/15,1399/02/30,27899000,27899000,C,56000000,1,15
0,0,0,0,0,0,0,0,0,0,0,0,100,60.63,1399/02/15,1399/02/30,0,0,P,56000000,0,15
0,0,0,0,0,0,8,0,8,5,0,0,13596795,13.43,1399/02/15,1399/02/30,0,0,C,58000000,1,15
0,0,0,0,0,0,1,0,2,2,0,0,330,83.13,1399/02/15,1399/02/30,0,0,P,58000000,0,15
5,49500000,10000000,9500000,10000000,9500000,136,5,37,12,2,1,9900000,21.72,1399/02/15,1399/02/30,49500000,49500000,C,60000000,1,15
0,0,0,0,0,0,11,0,9,5,0,0,2468,77.55,1399/02/15,1399/02/30,0,0,P,60000000,0,15
10,81999000,8500000,8000000,8500000,8000000,95,-2,28,12,3,3,8199900,1.44,1399/02/15,1399/02/30,81999000,81999000,C,62000000,1,15
0,0,0,0,0,0,2,0,2,1,0,0,13491,71.09,1399/02/15,1399/02/30,0,0,P,62000000,0,15
1,5500000,5500000,5500000,5500000,5500000,2,-1,4,3,1,1,5500000,10.49,1399/02/15,1399/02/30,5500000,5500000,C,64000000,1,15
0,0,0,0,0,0,1,0,2,1,0,0,55837,63.92,1399/02/15,1399/02/30,0,0,P,64000000,0,15
15,66049000,5000000,4000000,5000000,4000000,240,-2,39,14,5,7,4403267,29.82,1399/02/15,1399/02/30,66049000,66049000,C,66000000,1,15
0,0,0,0,0,0,6,0,6,3,0,0,180917,56.32,1399/02/15,1399/02/30,0,0,P,66000000,0,15
1,22300000,22300000,22300000,22300000,22300000,34,1,14,8,1,1,22300000,3.7,1399/02/16,1399/02/30,22300000,22300000,C,48000000,1,14
11,231900000,21900000,21000000,21900000,21000000,25,0,16,11,2,2,21081818,6.75,1399/02/16,1399/02/30,210000000,231900000,C,50000000,1,14
20,384309100,19990000,18500000,19500000,18500000,292,-4,46,16,4,8,19215456,8.56,1399/02/16,1399/02/30,112900100,384309100,C,52000000,1,14
0,0,0,0,0,0,4,0,3,3,0,0,100,0.0,1399/02/16,1399/02/30,0,0,P,48000000,0,14
0,0,0,0,0,0,4,0,2,2,0,0,100,0.0,1399/02/16,1399/02/30,0,0,P,50000000,0,14
0,0,0,0,0,0,2,0,2,1,0,0,100,0.0,1399/02/16,1399/02/30,0,0,P,52000000,0,14
4,67099900,17600000,15500000,17600000,15500000,34,1,23,11,2,4,16774975,4.85,1399/02/16,1399/02/30,32500000,67099900,C,54000000,1,14
0,0,0,0,0,0,1,0,2,2,0,0,100,0.0,1399/02/16,1399/02/30,0,0,P,54000000,0,14
0,0,0,0,0,0,16,0,12,6,0,0,13949500,0.0,1399/02/16,1399/02/30,0,0,C,56000000,1,14
0,0,0,0,0,0,0,0,0,0,0,0,100,0.0,1399/02/16,1399/02/30,0,0,P,56000000,0,14
0,0,0,0,0,0,8,0,8,5,0,0,15162008,11.51,1399/02/16,1399/02/30,0,0,C,58000000,1,14
0,0,0,0,0,0,1,0,2,2,0,0,47,85.76,1399/02/16,1399/02/30,0,0,P,58000000,0,14
2,21999900,11000000,10999900,11000000,10999900,136,0,37,12,2,2,10999950,11.11,1399/02/16,1399/02/30,11000000,21999900,C,60000000,1,14
0,0,0,0,0,0,11,0,9,5,0,0,475,80.75,1399/02/16,1399/02/30,0,0,P,60000000,0,14
1,9300000,9300000,9300000,9300000,9300000,95,0,29,12,1,1,9300000,13.42,1399/02/16,1399/02/30,9300000,9300000,C,62000000,1,14
0,0,0,0,0,0,2,0,2,1,0,0,3379,74.95,1399/02/16,1399/02/30,0,0,P,62000000,0,14
1,8000000,8000000,8000000,8000000,8000000,3,1,6,4,1,1,8000000,45.45,1399/02/16,1399/02/30,0,8000000,C,64000000,1,14
0,0,0,0,0,0,1,0,2,1,0,0,17663,68.37,1399/02/16,1399/02/30,0,0,P,64000000,0,14
15,83299900,6000000,5000000,6000000,5000000,235,-5,41,16,5,9,5553327,26.12,1399/02/16,1399/02/30,77299900,83299900,C,66000000,1,14
1,250000,250000,250000,250000,250000,6,0,7,3,1,1,250000,38.18,1399/02/16,1399/02/30,250000,250000,P,66000000,0,14
0,0,0,0,0,0,34,0,14,8,0,0,22300000,0.0,1399/02/17,1399/02/30,0,0,C,48000000,1,13
7,154000000,22000000,22000000,22000000,22000000,32,7,18,11,2,3,22000000,4.36,1399/02/17,1399/02/30,154000000,44000000,C,50000000,1,13
0,0,0,0,0,0,292,0,46,16,0,0,19215456,0.0,1399/02/17,1399/02/30,0,0,C,52000000,1,13
0,0,0,0,0,0,4,0,3,3,0,0,100,0.0,1399/02/17,1399/02/30,0,0,P,48000000,0,13
0,0,0,0,0,0,4,0,2,2,0,0,100,0.0,1399/02/17,1399/02/30,0,0,P,50000000,0,13
0,0,0,0,0,0,2,0,2,1,0,0,100,0.0,1399/02/17,1399/02/30,0,0,P,52000000,0,13
0,0,0,0,0,0,34,0,23,11,0,0,16774975,0.0,1399/02/17,1399/02/30,0,0,C,54000000,1,13
0,0,0,0,0,0,1,0,2,2,0,0,100,0.0,1399/02/17,1399/02/30,0,0,P,54000000,0,13
0,0,0,0,0,0,16,0,12,6,0,0,13949500,0.0,1399/02/17,1399/02/30,0,0,C,56000000,1,13
0,0,0,0,0,0,0,0,0,0,0,0,100,0.0,1399/02/17,1399/02/30,0,0,P,56000000,0,13
0,0,0,0,0,0,8,0,8,5,0,0,15234033,0.48,1399/02/17,1399/02/30,0,0,C,58000000,1,13
0,0,0,0,0,0,1,0,2,2,0,0,22,53.19,1399/02/17,1399/02/30,0,0,P,58000000,0,13
0,0,0,0,0,0,136,0,37,12,0,0,10999950,0.0,1399/02/17,1399/02/30,0,0,C,60000000,1,13
0,0,0,0,0,0,11,0,9,5,0,0,266,44.0,1399/02/17,1399/02/30,0,0,P,60000000,0,13
0,0,0,0,0,0,95,0,29,12,0,0,9300000,0.0,1399/02/17,1399/02/30,0,0,C,62000000,1,13
0,0,0,0,0,0,2,0,2,1,0,0,2172,35.72,1399/02/17,1399/02/30,0,0,P,62000000,0,13
0,0,0,0,0,0,3,0,6,4,0,0,8000000,0.0,1399/02/17,1399/02/30,0,0,C,64000000,1,13
0,0,0,0,0,0,1,0,2,1,0,0,12716,28.01,1399/02/17,1399/02/30,0,0,P,64000000,0,13
14,90370500,7000000,6000000,6000000,6500000,235,0,44,16,8,6,6455036,16.24,1399/02/17,1399/02/30,90370500,90370500,C,66000000,1,13
0,0,0,0,0,0,6,0,7,3,0,0,250000,0.0,1399/02/17,1399/02/30,0,0,P,66000000,0,13
1,23500000,23500000,23500000,23500000,23500000,35,1,14,8,1,1,23500000,5.38,1399/02/18,1399/02/30,23500000,23500000,C,48000000,1,12
1,20500000,20500000,20500000,20500000,20500000,32,0,18,11,1,1,20500000,6.82,1399/02/18,1399/02/30,20500000,20500000,C,50000000,1,12
1,18999900,18999900,18999900,18999900,18999900,292,0,46,16,1,1,18999900,1.12,1399/02/18,1399/02/30,18999900,18999900,C,52000000,1,12
0,0,0,0,0,0,4,0,3,3,0,0,10,90.0,1399/02/18,1399/02/30,0,0,P,48000000,0,12
